evidence,qlen,cpu_avx2_top10_p50_ms,gpu_resident_top10_p50_ms,bulk_raw_int4_h2d_10_experts_ms,dequant_10_experts_ms,gpu_stream_serial_total_ms,faster_serial_path,direct_component_points_measured,note
Projection,1,0.6172275,0.37872,1.0475703324808183,0.48783987760543823,1.9141302100862565,CPU_AVX2,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,2,1.091636,0.479744,1.0475703324808183,0.48783987760543823,2.0151542100862567,CPU_AVX2,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,4,2.008907,0.480768,1.0475703324808183,0.48783987760543823,2.0161782100862564,CPU_AVX2,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,8,3.959722,0.493968,1.0475703324808183,0.48783987760543823,2.0293782100862567,GPU_stream,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,16,7.589512,0.495984,1.0475703324808183,0.48783987760543823,2.0313942100862565,GPU_stream,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,32,18.10669,0.524224,1.0475703324808183,0.48783987760543823,2.059634210086257,GPU_stream,False,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,64,28.623868,0.5524640000000001,1.0475703324808183,0.48783987760543823,2.0878742100862566,GPU_stream,False,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,128,73.33973499999999,0.580704,1.0475703324808183,0.48783987760543823,2.1161142100862564,GPU_stream,False,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,256,118.055602,0.608944,1.0475703324808183,0.48783987760543823,2.1443542100862567,GPU_stream,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,512,237.079781,0.793088,1.0475703324808183,0.48783987760543823,2.3284982100862566,GPU_stream,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
Projection,1024,460.789485,1.36277,1.0475703324808183,0.48783987760543823,2.898180210086257,GPU_stream,True,CPU and resident GPU are Prototype measured; stream total combines measured components. q32/q128 and GPU q64 are log2 interpolation
